Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771346200521,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,NaN,0,0,0,0,0,0,0,0,0,0,5.586634635925293,19327352832,0,10631593984,0
203,1771346200522,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,50,0,NaN,0,0,NaN,0,NaN,0,NaN,0,5.586634635925293,19327352832,0,10631725056,0
204,1771346200726,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,26.3157901763916,28.571430206298828,30.000001907348633,15.000000953674316,10,9.523809432983398,10,22.72727394104004,35,33.333335876464844,25,5.586634635925293,19327352832,0,10727440384,0
201,1771346200931,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,28.571430206298828,15.000000953674316,65,14.285715103149414,5,5,0,10.526315689086914,20,19.047618865966797,14.285715103149414,6.032895565032959,19327352832,0,10740695040,0
199,1771346201133,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,10,10,95,0,5,0,0,4.761904716491699,9.523809432983398,10,0,6.032895565032959,19327352832,0,10748280832,0
7,1771346201333,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,38.8125,40.24674606323242,40.53962326049805,40.376338958740234,42.900726318359375,42.61939239501953,5.263157844543457,10,10,9.523809432983398,0,4.761904716491699,4.761904716491699,0,42.105262756347656,0,4.761904716491699,6.032895565032959,19327352832,0,10647830528,0
