Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771430420265,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.359375,39.28313064575195,39.57874298095703,39.23824691772461,41.91102600097656,41.69209289550781,100,50,0,0,0,50,0,0,0,0,0,5.968527317047119,19327352832,0,9979985920,0
203,1771430420266,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.359375,39.28313064575195,39.57874298095703,39.23824691772461,41.91102600097656,41.69209289550781,50,0,0,0,0,0,0,0,0,0,0,5.753973007202148,19327352832,0,9980084224,0
204,1771430420470,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.359375,39.28313064575195,39.57874298095703,39.23824691772461,41.91102600097656,41.69209289550781,30.000001907348633,25,23.809524536132813,15.000000953674316,10,10,0,57.142860412597656,40,38.095237731933594,40,5.753973007202148,19327352832,0,10026926080,0
7,1771430420675,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,37.359375,39.28313064575195,39.57874298095703,39.23824691772461,41.91102600097656,41.69209289550781,20,15.000000953674316,9.523809432983398,4.761904716491699,5,0,0,10.526315689086914,30.000001907348633,20,15.000000953674316,5.753973007202148,19327352832,0,9976119296,0
