Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772022285462,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,43.890625,45.83796691894531,45.90328598022461,46.00318908691406,48.33890914916992,48.293235778808594,NaN,NaN,0,0,NaN,0,0,0,0,0,0,2.9945883750915527,19327352832,0,10355884032,0
204,1772022285462,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,43.890625,45.83796691894531,45.90328598022461,46.00318908691406,48.33890914916992,48.293235778808594,0,0,NaN,0,0,0,0,0,0,0,NaN,2.9945883750915527,19327352832,0,10356637696,0
204,1772022285667,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,43.890625,45.83796691894531,45.90328598022461,46.00318908691406,48.33890914916992,48.293235778808594,40,30.000001907348633,42.105262756347656,20,14.285715103149414,10,10,30.000001907348633,40,28.571430206298828,38.095237731933594,2.9945883750915527,19327352832,0,10446651392,0
7,1772022285872,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,4056,43.890625,45.83796691894531,45.90328598022461,46.00318908691406,48.33890914916992,48.293235778808594,15.000000953674316,10,14.285715103149414,5.263157844543457,5,5,4.761904716491699,19.047618865966797,20,14.285715103149414,14.285715103149414,2.9945883750915527,19327352832,0,10356097024,0
